Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,5.9
2008,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,5.5
2009,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,6.2
2010,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,6.2
2011,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,5.5
2012,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,4.4
2013,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,3.8
2014,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,3.5
2015,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,3.6
2016,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,2.7
2017,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,2.5
2018,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,2.3
2019,A,0,C,A,N,_L_KG_160101_1,KG,PER_100000_POP,2.0
2007,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,1.9
2008,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,1.9
2009,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.1
2010,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.5
2011,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.7
2012,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.4
2013,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.2
2014,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,0.6
2015,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,0.8
2016,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,2.0
2017,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,1.6
2018,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,1.5
2019,A,0,C,A,N,_L_KG_160101_1,KG05,PER_100000_POP,1.9
2007,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,1.7
2008,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,2.5
2009,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,3.6
2010,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,5.0
2011,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,4.1
2012,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,3.5
2013,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,4.0
2014,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,2.9
2015,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,2.1
2016,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,2.0
2017,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,1.4
2018,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,1.7
2019,A,0,C,A,N,_L_KG_160101_1,KG03,PER_100000_POP,1.4
2007,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,8.3
2008,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,7.1
2009,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,7.3
2010,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,4.7
2011,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,7.8
2012,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,8.0
2013,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,5.5
2014,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,6.9
2015,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,6.0
2016,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,3.2
2017,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,3.3
2018,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,3.9
2019,A,0,C,A,N,_L_KG_160101_1,KG02,PER_100000_POP,5.1
2007,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,5.1
2008,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,6.2
2009,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,6.2
2010,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,8.4
2011,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,6.4
2012,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,6.4
2013,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,3.0
2014,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,3.7
2015,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,7.2
2016,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,4.3
2017,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,4.2
2018,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,2.1
2019,A,0,C,A,N,_L_KG_160101_1,KG04,PER_100000_POP,3.8
2007,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,2.7
2008,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,2.7
2009,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,3.5
2010,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,3.8
2011,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,3.2
2012,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.8
2013,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.8
2014,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.8
2015,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.7
2016,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.8
2017,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.5
2018,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,2.0
2019,A,0,C,A,N,_L_KG_160101_1,KG06,PER_100000_POP,1.1
2007,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,2.2
2008,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,6.7
2009,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,3.1
2010,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,5.6
2011,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,4.3
2012,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,5.9
2013,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,7.0
2014,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,5.3
2015,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,3.2
2016,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,2.4
2017,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,1.9
2018,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,0.8
2019,A,0,C,A,N,_L_KG_160101_1,KG07,PER_100000_POP,3.0
2007,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,14.9
2008,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,12.7
2009,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,13.9
2010,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,13.3
2011,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,9.5
2012,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,9.2
2013,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,6.3
2014,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,6.4
2015,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,7.2
2016,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,5.5
2017,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,5.5
2018,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,3.7
2019,A,0,C,A,N,_L_KG_160101_1,KG08,PER_100000_POP,2.5
2007,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,8.1
2008,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,7.0
2009,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,7.9
2010,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,6.4
2011,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,6.7
2012,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,3.6
2013,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,2.5
2014,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,3.6
2015,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,3.6
2016,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,2.6
2017,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,2.7
2018,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,2.3
2019,A,0,C,A,N,_L_KG_160101_1,KG11,PER_100000_POP,1.2
2007,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,7.8
2008,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,3.1
2009,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,5.4
2010,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,4.7
2011,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,5.5
2012,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,1.5
2013,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,6.1
2014,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,1.9
2015,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,4.0
2016,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,1.1
2017,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,1.8
2018,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,1.7
2019,A,0,C,A,N,_L_KG_160101_1,KG21,PER_100000_POP,2.0
