Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,SL_EMP_PCAP,KG,PT,106.9
2008,A,0,C,A,N,SL_EMP_PCAP,KG,PT,108.3
2009,A,0,C,A,N,SL_EMP_PCAP,KG,PT,102.4
2010,A,0,C,A,N,SL_EMP_PCAP,KG,PT,98.4
2011,A,0,C,A,N,SL_EMP_PCAP,KG,PT,104.3
2012,A,0,C,A,N,SL_EMP_PCAP,KG,PT,98.8
2013,A,0,C,A,N,SL_EMP_PCAP,KG,PT,111.3
2014,A,0,C,A,N,SL_EMP_PCAP,KG,PT,101.4
2015,A,0,C,A,N,SL_EMP_PCAP,KG,PT,101.8
2016,A,0,C,A,N,SL_EMP_PCAP,KG,PT,105.7
2017,A,0,C,A,N,SL_EMP_PCAP,KG,PT,105.4
2018,A,0,C,A,N,SL_EMP_PCAP,KG,PT,103.6
2019,A,0,C,A,N,SL_EMP_PCAP,KG,PT,102.9
