Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.018437
2008,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.003428
2009,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000743
2010,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000367
2011,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.007979
2012,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000535
2013,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000699
2015,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000168
2016,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000987
2017,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000323
2018,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.000158
2019,A,0,C,A,N,SH_STA_MALR,KG,PER_1000_POP,0.0
2007,A,0,C,A,N,SH_STA_MALR,KG05,PER_1000_POP,0.051816
2008,A,0,C,A,N,SH_STA_MALR,KG05,PER_1000_POP,0.004667
2009,A,0,C,A,N,SH_STA_MALR,KG05,PER_1000_POP,0.006969
2007,A,0,C,A,N,SH_STA_MALR,KG03,PER_1000_POP,0.006141
2008,A,0,C,A,N,SH_STA_MALR,KG03,PER_1000_POP,0.001013
2009,A,0,C,A,N,SH_STA_MALR,KG03,PER_1000_POP,0.000985
2010,A,0,C,A,N,SH_STA_MALR,KG03,PER_1000_POP,0.001942
2007,A,0,C,A,N,SH_STA_MALR,KG02,PER_1000_POP,0.0
2008,A,0,C,A,N,SH_STA_MALR,KG02,PER_1000_POP,0.0
2012,A,0,C,A,N,SH_STA_MALR,KG02,PER_1000_POP,0.002219
2007,A,0,C,A,N,SH_STA_MALR,KG04,PER_1000_POP,0.003714
2008,A,0,C,A,N,SH_STA_MALR,KG04,PER_1000_POP,0.003695
2008,A,0,C,A,N,SH_STA_MALR,KG06,PER_1000_POP,0.0
2011,A,0,C,A,N,SH_STA_MALR,KG06,PER_1000_POP,0.000878
2007,A,0,C,A,N,SH_STA_MALR,KG07,PER_1000_POP,0.0
2008,A,0,C,A,N,SH_STA_MALR,KG07,PER_1000_POP,0.0
2007,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.031648
2008,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.005255
2012,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.001204
2016,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.001116
2017,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.0
2018,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,0.001074
2019,A,0,C,A,N,SH_STA_MALR,KG08,PER_1000_POP,1.0
2007,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.051835
2008,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.01221
2011,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.047285
2012,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.001131
2013,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.004419
2015,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.001055
2016,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.003095
2017,A,0,C,A,N,SH_STA_MALR,KG11,PER_1000_POP,0.002018
2007,A,0,C,A,N,SH_STA_MALR,KG21,PER_1000_POP,0.004004
2008,A,0,C,A,N,SH_STA_MALR,KG21,PER_1000_POP,0.0
2016,A,0,C,A,N,SH_STA_MALR,KG21,PER_1000_POP,0.007173
2017,A,0,C,A,N,SH_STA_MALR,KG21,PER_1000_POP,0.0
