Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2011,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2012,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2013,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2014,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.7
2015,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.7
2016,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.7
2017,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2018,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2019,A,0,C,A,N,_L_KG_150101_1,KG,PT,5.6
2011,A,0,C,A,N,_L_KG_150101_1,KG05,PT,9.8
2012,A,0,C,A,N,_L_KG_150101_1,KG05,PT,1.0
2013,A,0,C,A,N,_L_KG_150101_1,KG05,PT,1.0
2014,A,0,C,A,N,_L_KG_150101_1,KG05,PT,9.8
2015,A,0,C,A,N,_L_KG_150101_1,KG05,PT,9.8
2016,A,0,C,A,N,_L_KG_150101_1,KG05,PT,9.8
2017,A,0,C,A,N,_L_KG_150101_1,KG05,PT,0.8
2018,A,0,C,A,N,_L_KG_150101_1,KG05,PT,0.8
2019,A,0,C,A,N,_L_KG_150101_1,KG05,PT,0.8
2011,A,0,C,A,N,_L_KG_150101_1,KG03,PT,4.1
2012,A,0,C,A,N,_L_KG_150101_1,KG03,PT,2.0
2013,A,0,C,A,N,_L_KG_150101_1,KG03,PT,2.0
2014,A,0,C,A,N,_L_KG_150101_1,KG03,PT,12.0
2015,A,0,C,A,N,_L_KG_150101_1,KG03,PT,12.0
2016,A,0,C,A,N,_L_KG_150101_1,KG03,PT,12.0
2017,A,0,C,A,N,_L_KG_150101_1,KG03,PT,2.0
2018,A,0,C,A,N,_L_KG_150101_1,KG03,PT,1.9
2019,A,0,C,A,N,_L_KG_150101_1,KG03,PT,1.9
2011,A,0,C,A,N,_L_KG_150101_1,KG02,PT,3.2
2012,A,0,C,A,N,_L_KG_150101_1,KG02,PT,0.6
2013,A,0,C,A,N,_L_KG_150101_1,KG02,PT,0.6
2014,A,0,C,A,N,_L_KG_150101_1,KG02,PT,3.3
2015,A,0,C,A,N,_L_KG_150101_1,KG02,PT,3.3
2016,A,0,C,A,N,_L_KG_150101_1,KG02,PT,3.3
2017,A,0,C,A,N,_L_KG_150101_1,KG02,PT,0.7
2018,A,0,C,A,N,_L_KG_150101_1,KG02,PT,0.7
2019,A,0,C,A,N,_L_KG_150101_1,KG02,PT,0.7
2011,A,0,C,A,N,_L_KG_150101_1,KG04,PT,3.1
2012,A,0,C,A,N,_L_KG_150101_1,KG04,PT,0.6
2013,A,0,C,A,N,_L_KG_150101_1,KG04,PT,0.6
2014,A,0,C,A,N,_L_KG_150101_1,KG04,PT,3.0
2015,A,0,C,A,N,_L_KG_150101_1,KG04,PT,3.0
2016,A,0,C,A,N,_L_KG_150101_1,KG04,PT,3.0
2017,A,0,C,A,N,_L_KG_150101_1,KG04,PT,0.7
2018,A,0,C,A,N,_L_KG_150101_1,KG04,PT,0.7
2019,A,0,C,A,N,_L_KG_150101_1,KG04,PT,0.7
2011,A,0,C,A,N,_L_KG_150101_1,KG06,PT,6.4
2012,A,0,C,A,N,_L_KG_150101_1,KG06,PT,0.8
2013,A,0,C,A,N,_L_KG_150101_1,KG06,PT,0.8
2014,A,0,C,A,N,_L_KG_150101_1,KG06,PT,6.6
2015,A,0,C,A,N,_L_KG_150101_1,KG06,PT,6.6
2016,A,0,C,A,N,_L_KG_150101_1,KG06,PT,6.6
2017,A,0,C,A,N,_L_KG_150101_1,KG06,PT,0.9
2018,A,0,C,A,N,_L_KG_150101_1,KG06,PT,0.9
2019,A,0,C,A,N,_L_KG_150101_1,KG06,PT,0.9
2011,A,0,C,A,N,_L_KG_150101_1,KG07,PT,4.5
2012,A,0,C,A,N,_L_KG_150101_1,KG07,PT,0.3
2013,A,0,C,A,N,_L_KG_150101_1,KG07,PT,0.3
2014,A,0,C,A,N,_L_KG_150101_1,KG07,PT,4.5
2015,A,0,C,A,N,_L_KG_150101_1,KG07,PT,4.5
2016,A,0,C,A,N,_L_KG_150101_1,KG07,PT,4.5
2017,A,0,C,A,N,_L_KG_150101_1,KG07,PT,0.3
2018,A,0,C,A,N,_L_KG_150101_1,KG07,PT,0.3
2019,A,0,C,A,N,_L_KG_150101_1,KG07,PT,0.3
2011,A,0,C,A,N,_L_KG_150101_1,KG08,PT,2.2
2012,A,0,C,A,N,_L_KG_150101_1,KG08,PT,0.2
2013,A,0,C,A,N,_L_KG_150101_1,KG08,PT,0.2
2014,A,0,C,A,N,_L_KG_150101_1,KG08,PT,2.3
2015,A,0,C,A,N,_L_KG_150101_1,KG08,PT,2.3
2016,A,0,C,A,N,_L_KG_150101_1,KG08,PT,2.3
2017,A,0,C,A,N,_L_KG_150101_1,KG08,PT,0.2
2018,A,0,C,A,N,_L_KG_150101_1,KG08,PT,0.2
2019,A,0,C,A,N,_L_KG_150101_1,KG08,PT,0.2
