Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,2.0
2008,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,1.6
2009,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,1.5
2010,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,1.0
2011,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,2.0
2012,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,2.2
2013,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,1.2
2014,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.6
2015,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.8
2016,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.7
2017,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.8
2018,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.1
2019,A,0,C,A,N,SH_STA_WASH,KG08,PER_100000_POP,0.7
2007,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,1.5
2008,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,1.2
2009,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.5
2010,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.8
2011,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,1.3
2012,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.8
2013,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.8
2014,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.4
2015,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.8
2016,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.6
2017,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.6
2018,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.4
2019,A,0,C,A,N,SH_STA_WASH,KG11,PER_100000_POP,0.7
2007,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.4
2008,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.8
2009,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,1.5
2010,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,1.6
2011,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,1.2
2012,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.8
2013,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,1.1
2014,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,1.1
2015,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.4
2016,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.4
2017,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.7
2018,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.7
2019,A,0,C,A,N,SH_STA_WASH,KG21,PER_100000_POP,0.7
