Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,4.3
2008,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,4.0
2009,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,3.2
2010,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,2.5
2011,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,3.2
2012,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,2.8
2013,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,1.8
2014,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,1.7
2015,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,1.9
2016,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,1.3
2017,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,1.2
2018,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,0.8
2019,A,0,C,A,N,SH_STA_WASH,KG,PER_100000_POP,0.9
2007,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,11.4
2008,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,11.5
2009,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,8.1
2010,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,7.8
2011,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,11.0
2012,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,5.3
2013,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,6.7
2014,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,7.6
2015,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,5.3
2016,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,3.6
2017,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,3.1
2018,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,1.5
2019,A,0,C,A,N,SH_STA_WASH,KG05,PER_100000_POP,2.1
2007,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,4.1
2008,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,3.5
2009,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,3.5
2010,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,2.8
2011,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,2.4
2012,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,2.3
2013,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,1.5
2014,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,1.4
2015,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,2.2
2016,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,0.9
2017,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,1.3
2018,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,0.7
2019,A,0,C,A,N,SH_STA_WASH,KG03,PER_100000_POP,0.4
2007,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,3.5
2008,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,3.0
2009,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,1.1
2010,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.9
2011,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,2.9
2012,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,1.8
2013,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.9
2014,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.9
2015,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,1.1
2016,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.6
2017,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.6
2018,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.6
2019,A,0,C,A,N,SH_STA_WASH,KG02,PER_100000_POP,0.6
2007,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,5.1
2008,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,3.1
2009,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,3.1
2010,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,3.1
2011,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,4.2
2012,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,2.6
2013,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,1.5
2014,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,1.5
2015,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,2.2
2016,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,0.7
2017,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,1.4
2018,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,1.1
2019,A,0,C,A,N,SH_STA_WASH,KG04,PER_100000_POP,1.4
2007,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,6.2
2008,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,6.9
2009,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,5.4
2010,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,3.2
2011,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,3.4
2012,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,5.3
2013,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,2.2
2014,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,2.2
2015,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,2.6
2016,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,2.2
2017,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,1.6
2018,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,1.5
2019,A,0,C,A,N,SH_STA_WASH,KG06,PER_100000_POP,1.3
2007,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,4.9
2008,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,2.7
2009,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,4.4
2010,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,1.7
2011,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,4.7
2012,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,2.5
2013,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,0.8
2014,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,1.2
2015,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,2.4
2016,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,2.4
2017,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,0.4
2018,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,0.8
2019,A,0,C,A,N,SH_STA_WASH,KG07,PER_100000_POP,0.4
