Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.102468
2008,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.657422
2009,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.037073
2010,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.234561
2011,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.328649
2012,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.297902
2013,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.062089
2014,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.113728
2015,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.532092
2016,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.21124
2017,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.193675
2018,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.21
2019,A,0,C,A,N,VC_DSR_LSGP,KG,PT,0.052302
2007,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.358951
2008,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,2.126272
2009,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.403899
2010,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.333138
2011,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,4.307812
2012,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,1.956574
2013,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.02969
2014,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.25113
2015,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,3.438047
2016,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,2.2105
2017,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.753563
2018,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,1.04
2019,A,0,C,A,N,VC_DSR_LSGP,KG05,PT,0.113897
2007,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.412118
2008,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.136994
2009,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.015857
2010,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,1.154719
2011,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.453264
2012,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,1.016425
2013,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.101309
2014,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.072479
2015,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.172868
2016,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.441517
2017,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.196222
2018,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.11
2019,A,0,C,A,N,VC_DSR_LSGP,KG03,PT,0.23463
2007,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.003239
2008,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.003293
2009,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.034457
2010,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.001692
2011,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.012271
2012,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.112102
2013,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.148306
2014,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.685858
2015,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.015296
2016,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.169567
2017,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.130728
2018,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.11
2019,A,0,C,A,N,VC_DSR_LSGP,KG02,PT,0.013155
2007,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.009569
2008,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.035207
2009,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.008456
2010,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,1.65095
2011,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,1.592461
2012,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,1.562362
2013,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.741692
2014,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.037976
2015,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.214395
2016,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.157299
2017,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.091702
2018,A,0,C,A,N,VC_DSR_LSGP,KG04,PT,0.01
2007,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.042933
2008,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,5.639406
2009,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.057255
2010,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.198522
2011,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.369869
2012,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.17834
2013,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.010609
2014,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.00357
2015,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,4.302561
2016,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.049422
2017,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.702855
2018,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.03
2019,A,0,C,A,N,VC_DSR_LSGP,KG06,PT,0.005898
2007,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.210978
2008,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.051951
2009,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.405354
2010,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.29974
2011,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.045177
2012,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.518047
2013,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.05949
2014,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.008098
2015,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.061365
2016,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.517318
2017,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.092032
2018,A,0,C,A,N,VC_DSR_LSGP,KG07,PT,0.0
2007,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.035582
2010,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.005701
2011,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.01326
2012,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.004035
2013,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.029168
2014,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.033948
2015,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.033197
2016,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.118862
2017,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.234678
