Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2018,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.01
2019,A,0,C,A,N,VC_DSR_LSGP,KG08,PT,0.00233
2007,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.063779
2008,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.060758
2013,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.00051
2015,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.028178
2016,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.047988
2017,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.006461
2018,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.37
2019,A,0,C,A,N,VC_DSR_LSGP,KG11,PT,0.046929
2007,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.01574
2008,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.003371
2012,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.006958
2013,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.034602
2015,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.61872
2016,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.001192
2017,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.202023
2019,A,0,C,A,N,VC_DSR_LSGP,KG21,PT,0.001168
