Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2010,A,0,C,A,N,EN_WWT_WWDS,KG,PT,899.0
2011,A,0,C,A,N,EN_WWT_WWDS,KG,PT,945.0
2012,A,0,C,A,N,EN_WWT_WWDS,KG,PT,944.0
2013,A,0,C,A,N,EN_WWT_WWDS,KG,PT,910.0
2014,A,0,C,A,N,EN_WWT_WWDS,KG,PT,944.0
2015,A,0,C,A,N,EN_WWT_WWDS,KG,PT,945.0
2016,A,0,C,A,N,EN_WWT_WWDS,KG,PT,935.0
2017,A,0,C,A,N,EN_WWT_WWDS,KG,PT,939.0
2018,A,0,C,A,N,EN_WWT_WWDS,KG,PT,951.0
2019,A,0,C,A,N,EN_WWT_WWDS,KG,PT,950.0
2013,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,39.3
2014,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,91.1
2015,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,91.1
2016,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,96.2
2017,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,96.2
2018,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,96.2
2019,A,0,C,A,N,EN_WWT_WWDS,KG05,PT,96.2
2010,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,61.2
2011,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,63.6
2012,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,60.7
2013,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,62.7
2014,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,53.7
2015,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,35.5
2016,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,38.0
2017,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,62.3
2018,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,62.3
2019,A,0,C,A,N,EN_WWT_WWDS,KG03,PT,62.3
2010,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,100.0
2011,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,98.1
2012,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,98.1
2013,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,100.0
2014,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,100.0
2015,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,101.1
2016,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,97.5
2017,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,97.3
2018,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,99.9
2019,A,0,C,A,N,EN_WWT_WWDS,KG02,PT,99.96
2011,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2012,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2013,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2014,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2015,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2016,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2017,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2018,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2019,A,0,C,A,N,EN_WWT_WWDS,KG04,PT,100.0
2010,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,0.0
2011,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,0.0
2012,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,0.0
2013,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,0.0
2014,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,21.3
2015,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,22.2
2016,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,98.5
2017,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,95.6
2018,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,98.2
2019,A,0,C,A,N,EN_WWT_WWDS,KG07,PT,98.2
