Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2010,A,0,C,A,N,_L_KG_110701_1A,KG,HA,2.2
2011,A,0,C,A,N,_L_KG_110701_1A,KG,HA,2.2
2012,A,0,C,A,N,_L_KG_110701_1A,KG,HA,2.1
2013,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.9
2014,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.8
2015,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.7
2016,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.8
2017,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.7
2018,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.7
2019,A,0,C,A,N,_L_KG_110701_1A,KG,HA,1.5
2010,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.4
2011,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.4
2012,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.3
2013,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.3
2014,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.3
2015,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.1
2016,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.1
2017,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.1
2018,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.2
2019,A,0,C,A,N,_L_KG_110701_1A,KG05,HA,0.2
2010,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,1.1
2011,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,1.1
2012,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,1.1
2013,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.9
2014,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.8
2015,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.8
2016,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.9
2017,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.9
2018,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.9
2019,A,0,C,A,N,_L_KG_110701_1A,KG03,HA,0.8
2010,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,2.7
2011,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,2.7
2012,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,2.4
2013,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,2.2
2014,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,1.4
2015,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,1.3
2016,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,1.4
2017,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,0.4
2018,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,0.4
2019,A,0,C,A,N,_L_KG_110701_1A,KG02,HA,0.4
2010,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.5
2011,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.5
2012,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.5
2013,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.5
2014,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.4
2015,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.5
2016,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.6
2017,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.7
2018,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.9
2019,A,0,C,A,N,_L_KG_110701_1A,KG04,HA,1.9
2010,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2011,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2012,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2013,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2014,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2015,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.3
2016,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.4
2017,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.4
2018,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.5
2019,A,0,C,A,N,_L_KG_110701_1A,KG06,HA,0.5
2010,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.7
2011,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2012,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2013,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.5
2014,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2015,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2016,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2017,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2018,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.8
2019,A,0,C,A,N,_L_KG_110701_1A,KG07,HA,0.7
2010,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,3.0
2011,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,3.0
2012,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.8
2013,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.3
2014,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.2
2015,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.1
2016,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.1
2017,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.1
2018,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.1
2019,A,0,C,A,N,_L_KG_110701_1A,KG08,HA,2.0
2010,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.5
2011,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.4
2012,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.3
2013,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.2
2014,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.3
2015,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.1
2016,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.1
2017,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,5.0
2018,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,4.7
2019,A,0,C,A,N,_L_KG_110701_1A,KG11,HA,4.7
2010,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,4.1
2011,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,4.2
2012,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,4.1
2013,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,4.0
2014,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,3.8
2015,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,3.6
2016,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,3.6
2017,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,3.5
2018,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,3.6
2019,A,0,C,A,N,_L_KG_110701_1A,KG21,HA,0.3
