Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,_L_KG_070201_1A,KG,PT,43.5
2008,A,0,C,A,N,_L_KG_070201_1A,KG,PT,360.0
2009,A,0,C,A,N,_L_KG_070201_1A,KG,PT,35.6
2010,A,0,C,A,N,_L_KG_070201_1A,KG,PT,38.7
2011,A,0,C,A,N,_L_KG_070201_1A,KG,PT,410.0
2012,A,0,C,A,N,_L_KG_070201_1A,KG,PT,37.1
2013,A,0,C,A,N,_L_KG_070201_1A,KG,PT,33.3
2014,A,0,C,A,N,_L_KG_070201_1A,KG,PT,36.7
2015,A,0,C,A,N,_L_KG_070201_1A,KG,PT,30.6
2016,A,0,C,A,N,_L_KG_070201_1A,KG,PT,31.6
2017,A,0,C,A,N,_L_KG_070201_1A,KG,PT,36.5
2018,A,0,C,A,N,_L_KG_070201_1A,KG,PT,33.9
2019,A,0,C,A,N,_L_KG_070201_1A,KG,PT,35.7
2007,A,0,C,A,N,_L_KG_070201_1B,KG,PT,14004.1
2008,A,0,C,A,N,_L_KG_070201_1B,KG,PT,107591.0
2009,A,0,C,A,N,_L_KG_070201_1B,KG,PT,100980.0
2010,A,0,C,A,N,_L_KG_070201_1B,KG,PT,112547.0
2011,A,0,C,A,N,_L_KG_070201_1B,KG,PT,143091.0
2012,A,0,C,A,N,_L_KG_070201_1B,KG,PT,141790.0
2013,A,0,C,A,N,_L_KG_070201_1B,KG,PT,130967.0
2014,A,0,C,A,N,_L_KG_070201_1B,KG,PT,132976.0
2015,A,0,C,A,N,_L_KG_070201_1B,KG,PT,110927.0
2016,A,0,C,A,N,_L_KG_070201_1B,KG,PT,11497.8
2017,A,0,C,A,N,_L_KG_070201_1B,KG,PT,14191.2
2018,A,0,C,A,N,_L_KG_070201_1B,KG,PT,14318.3
2019,A,0,C,A,N,_L_KG_070201_1B,KG,PT,13859.3
