Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2016,A,0,C,A,N,SH_HAP_HBSAG,KG11,F,PER_100000_POP,7.0
2017,A,0,C,A,N,SH_HAP_HBSAG,KG11,F,PER_100000_POP,7.6
2018,A,0,C,A,N,SH_HAP_HBSAG,KG11,F,PER_100000_POP,5.929539
2019,A,0,C,A,N,SH_HAP_HBSAG,KG11,F,PER_100000_POP,2.894948
2007,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,24.204157
2008,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,22.932791
2009,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,27.489325
2010,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,26.266739
2011,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,23.342207
2012,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,29.427859
2013,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,13.1
2014,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,12.3
2015,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,11.8
2016,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,13.7
2017,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,12.9
2018,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,12.420425
2019,A,0,C,A,N,SH_HAP_HBSAG,KG11,M,PER_100000_POP,7.788593
2007,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,40.964579
2008,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,24.854562
2009,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,23.592385
2010,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,13.593447
2011,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,19.152071
2012,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,29.440248
2013,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,21.3
2014,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,24.7
2015,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,22.3
2016,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,14.0
2017,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,4.9
2018,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,7.479508
2019,A,0,C,A,N,SH_HAP_HBSAG,KG21,,PER_100000_POP,4.575268
2007,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,35.243744
2008,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,19.402116
2009,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,14.139324
2010,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,11.947431
2011,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,11.255262
2012,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,20.837209
2013,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,12.4
2014,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,20.9
2015,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,14.9
2016,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,12.5
2017,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,4.1
2018,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,3.953533
2019,A,0,C,A,N,SH_HAP_HBSAG,KG21,F,PER_100000_POP,2.537202
2007,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,47.169044
2008,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,30.771224
2009,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,33.821599
2010,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,15.377518
2011,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,27.737893
2012,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,38.780044
2013,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,30.9
2014,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,28.7
2015,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,30.4
2016,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,15.6
2017,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,5.8
2018,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,11.238007
2019,A,0,C,A,N,SH_HAP_HBSAG,KG21,M,PER_100000_POP,6.741316
