Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2014,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,23.205713
2015,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,1736.99
2016,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,2008.5
2017,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,2015.49
2018,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,1878.49
2019,Normal value,Units,Country Data,Annual,National,Hazardous waste generated per capita,Kyrgyzstan,Kilograms,1720.426152
