Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2008,A,0,C,A,N,_L_KG_100501_11,KG,PT,29.2
2009,A,0,C,A,N,_L_KG_100501_11,KG,PT,36.6
2010,A,0,C,A,N,_L_KG_100501_11,KG,PT,27.6
2011,A,0,C,A,N,_L_KG_100501_11,KG,PT,23.6
2012,A,0,C,A,N,_L_KG_100501_11,KG,PT,28.2
2013,A,0,C,A,N,_L_KG_100501_11,KG,PT,31.3
2014,A,0,C,A,N,_L_KG_100501_11,KG,PT,34.3
2015,A,0,C,A,N,_L_KG_100501_11,KG,PT,41.4
2016,A,0,C,A,N,_L_KG_100501_11,KG,PT,37.4
2017,A,0,C,A,N,_L_KG_100501_11,KG,PT,37.3
2018,A,0,C,A,N,_L_KG_100501_11,KG,PT,39.8
2019,A,0,C,A,N,_L_KG_100501_11,KG,PT,42.2
2007,A,0,C,A,N,_L_KG_100501_12,KG,PT,16.5
2008,A,0,C,A,N,_L_KG_100501_12,KG,PT,15.7
2009,A,0,C,A,N,_L_KG_100501_12,KG,PT,19.7
2010,A,0,C,A,N,_L_KG_100501_12,KG,PT,15.5
2011,A,0,C,A,N,_L_KG_100501_12,KG,PT,13.5
2012,A,0,C,A,N,_L_KG_100501_12,KG,PT,16.3
2013,A,0,C,A,N,_L_KG_100501_12,KG,PT,19.0
2014,A,0,C,A,N,_L_KG_100501_12,KG,PT,20.6
2015,A,0,C,A,N,_L_KG_100501_12,KG,PT,23.9
2016,A,0,C,A,N,_L_KG_100501_12,KG,PT,22.5
2017,A,0,C,A,N,_L_KG_100501_12,KG,PT,22.9
2018,A,0,C,A,N,_L_KG_100501_12,KG,PT,23.9
2019,A,0,C,A,N,_L_KG_100501_12,KG,PT,25.6
2007,A,0,C,A,N,_L_KG_100501_13,KG,PT,14.7
2008,A,0,C,A,N,_L_KG_100501_13,KG,PT,13.6
2009,A,0,C,A,N,_L_KG_100501_13,KG,PT,12.5
2010,A,0,C,A,N,_L_KG_100501_13,KG,PT,12.0
2011,A,0,C,A,N,_L_KG_100501_13,KG,PT,10.9
2012,A,0,C,A,N,_L_KG_100501_13,KG,PT,12.9
2013,A,0,C,A,N,_L_KG_100501_13,KG,PT,15.2
2014,A,0,C,A,N,_L_KG_100501_13,KG,PT,19.7
2015,A,0,C,A,N,_L_KG_100501_13,KG,PT,21.8
2016,A,0,C,A,N,_L_KG_100501_13,KG,PT,19.6
2017,A,0,C,A,N,_L_KG_100501_13,KG,PT,20.4
2018,A,0,C,A,N,_L_KG_100501_13,KG,PT,23.0
2019,A,0,C,A,N,_L_KG_100501_13,KG,PT,24.8
