Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2013,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,6.01
2014,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,6.01
2015,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,6.01
2016,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,7.3
2017,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,7.38
2018,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,7.38
2019,A,0,C,*according to the SAEPF,A,N,ER_PTD_MTN,KG,PT,6.18
