Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2007,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,9.2
2008,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,8.9
2009,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,8.5
2010,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,9.2
2011,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,8.5
2012,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,9.3
2013,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,7.8
2014,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,7.9
2015,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,7.0
2016,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,6.9
2017,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,6.3
2018,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,6.0
2019,A,0,C,A,N,SH_STA_SCIDE,KG,PER_100000_POP,5.8
2007,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.6
2008,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,8.5
2009,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,7.4
2010,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.4
2011,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,8.5
2012,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,9.7
2013,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.9
2014,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.1
2015,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,8.2
2016,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,5.8
2017,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.1
2018,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,7.5
2019,A,0,C,A,N,SH_STA_SCIDE,KG05,PER_100000_POP,6.8
2007,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,5.7
2008,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,4.7
2009,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.4
2010,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,1.5
2011,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.3
2012,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,3.8
2013,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.8
2014,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,3.9
2015,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.7
2016,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.9
2017,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,1.4
2018,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,1.5
2019,A,0,C,A,N,SH_STA_SCIDE,KG03,PER_100000_POP,2.6
2007,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,20.0
2008,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,21.5
2009,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,21.2
2010,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,23.0
2011,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,22.0
2012,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,25.1
2013,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,19.1
2014,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,21.0
2015,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,17.6
2016,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,15.6
2017,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,15.0
2018,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,19.5
2019,A,0,C,A,N,SH_STA_SCIDE,KG02,PER_100000_POP,15.6
2007,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,14.8
2008,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,16.3
2009,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,15.5
2010,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,19.2
2011,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,16.7
2012,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,14.6
2013,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,13.0
2014,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,17.2
2015,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,13.8
2016,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,13.2
2017,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,15.2
2018,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,10.2
2019,A,0,C,A,N,SH_STA_SCIDE,KG04,PER_100000_POP,10.4
2007,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.6
2008,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.4
2009,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.5
2010,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.2
2011,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.7
2012,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,5.3
2013,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,6.2
2014,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,5.8
2015,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,4.4
2016,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,3.9
2017,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,3.8
2018,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,2.9
2019,A,0,C,A,N,SH_STA_SCIDE,KG06,PER_100000_POP,3.5
2007,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,4.9
2008,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,4.0
2009,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,7.5
2010,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,7.8
2011,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,5.1
2012,A,0,C,A,N,SH_STA_SCIDE,KG07,PER_100000_POP,5.1
