Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2007,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,13.387777
2008,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,2.896032
2009,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,6.402868
2010,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,3.165859
2012,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,5.598477
2013,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,2.833263
2014,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,5.61782
2015,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,2.531197
2016,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,10.194459
2017,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,2.431907
2018,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,10.021295
2019,A,5,C,A,N,SL_EMP_INJUR,KG03,F,PT,12.497813
2007,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,107.999691
2008,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,69.552022
2009,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,91.481651
2010,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,82.904418
2011,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,75.539074
2012,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,64.422066
2013,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,76.931147
2014,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,42.560157
2015,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,43.027937
2016,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,46.269163
2017,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,29.022521
2018,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,86.089589
2019,A,5,C,A,N,SL_EMP_INJUR,KG03,M,PT,16.286203
2007,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,21.018891
2008,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,31.755273
2009,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,19.005213
2010,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,67.94721
2011,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,31.154266
2012,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,24.58479
2013,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,44.681578
2014,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,29.214916
2015,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,51.98586
2016,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,44.752152
2017,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,18.566162
2018,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,10.143788
2019,A,5,C,A,N,SL_EMP_INJUR,KG02,,PT,7.904722
2007,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,15.759613
2008,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,5.282341
2010,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,10.077598
2011,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,5.041339
2012,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,10.163635
2013,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,10.07709
2014,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,5.059449
2015,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,9.607071
2016,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,19.536974
2017,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,14.912019
2019,A,5,C,A,N,SL_EMP_INJUR,KG02,F,PT,4.837695
2007,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,26.281209
2008,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,58.330682
2009,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,36.972482
2010,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,130.300233
2011,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,58.880206
2012,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,41.346722
2013,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,82.417582
2014,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,55.906524
2015,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,101.959896
2016,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,74.230572
2017,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,22.746659
2018,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,22.373867
2019,A,5,C,A,N,SL_EMP_INJUR,KG02,M,PT,11.573404
2007,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,17.955739
2008,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,26.688017
2009,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,4.326569
2010,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,30.101054
2011,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,12.66464
2012,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,24.857072
2013,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,8.224022
2014,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,12.259409
2015,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,3.700278
2016,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,35.364847
2019,A,5,C,A,N,SL_EMP_INJUR,KG04,,PT,7.69586
2007,A,5,C,A,N,SL_EMP_INJUR,KG04,F,PT,8.371003
2010,A,5,C,A,N,SL_EMP_INJUR,KG04,F,PT,7.789375
2012,A,5,C,A,N,SL_EMP_INJUR,KG04,F,PT,14.91758
2007,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,29.038815
2008,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,59.565174
2009,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,9.553836
2010,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,57.598157
2011,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,28.055737
2012,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,37.275184
2013,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,18.883958
2014,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,28.277877
2015,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,8.688097
2016,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,81.352255
2019,A,5,C,A,N,SL_EMP_INJUR,KG04,M,PT,17.711654
2008,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,2.148043
2011,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,2.416918
2015,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,5.181481
2016,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,2.346151
2017,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,4.517834
2018,A,5,C,A,N,SL_EMP_INJUR,KG06,,PT,4.578335
2016,A,5,C,A,N,SL_EMP_INJUR,KG06,F,PT,3.779289
2018,A,5,C,A,N,SL_EMP_INJUR,KG06,F,PT,3.897268
2008,A,5,C,A,N,SL_EMP_INJUR,KG06,M,PT,4.880906
2011,A,5,C,A,N,SL_EMP_INJUR,KG06,M,PT,5.961607
2015,A,5,C,A,N,SL_EMP_INJUR,KG06,M,PT,13.020833
2017,A,5,C,A,N,SL_EMP_INJUR,KG06,M,PT,11.112963
2018,A,5,C,A,N,SL_EMP_INJUR,KG06,M,PT,5.54785
2007,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,11.511454
2008,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,5.701579
2009,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,16.051364
2010,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,38.385611
2011,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,21.165141
2012,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,10.518012
2013,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,25.514109
2014,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,26.011861
2015,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,15.061753
2016,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,10.722711
2018,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,14.769594
2019,A,5,C,A,N,SL_EMP_INJUR,KG07,,PT,9.282465
2009,A,5,C,A,N,SL_EMP_INJUR,KG07,F,PT,9.474183
2010,A,5,C,A,N,SL_EMP_INJUR,KG07,F,PT,10.188487
2014,A,5,C,A,N,SL_EMP_INJUR,KG07,F,PT,19.277108
2018,A,5,C,A,N,SL_EMP_INJUR,KG07,F,PT,9.250694
2007,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,26.588673
2008,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,13.486177
2009,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,24.585126
2010,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,71.250445
2011,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,46.838407
2012,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,23.092022
2013,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,55.463117
2014,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,33.9098
2015,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,32.619332
2016,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,23.523877
2018,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,21.0482
2019,A,5,C,A,N,SL_EMP_INJUR,KG07,M,PT,20.620683
2007,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,54.795253
2008,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,51.255766
2009,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,30.489664
2010,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,39.786743
2011,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,28.308799
2012,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,61.47541
2013,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,50.052399
2014,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,39.493821
2015,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,52.914295
2016,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,20.676602
2017,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,14.895483
2018,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,27.829162
2019,A,5,C,A,N,SL_EMP_INJUR,KG08,,PT,26.166728
2007,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,54.193199
2008,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,26.478376
2009,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,15.113046
2010,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,18.584482
2011,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,15.769886
2012,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,29.823149
2013,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,27.034334
2014,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,22.348509
2015,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,15.284911
2016,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,9.59785
2017,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,13.31425
2018,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,9.651889
2019,A,5,C,A,N,SL_EMP_INJUR,KG08,F,PT,18.453022
2007,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,55.381207
2008,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,74.490978
2009,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,46.136811
2010,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,62.193126
2011,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,42.334015
2012,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,96.960781
2013,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,75.060375
2014,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,57.730838
2015,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,94.425522
2016,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,31.629555
2017,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,16.45928
2018,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,46.65889
2019,A,5,C,A,N,SL_EMP_INJUR,KG08,M,PT,33.895171
2007,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,25.544578
2008,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,35.587189
2009,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,27.549559
2010,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,172.396125
2011,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,26.428883
2012,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,21.074932
2013,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,47.614038
2014,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,34.362547
2015,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,20.034504
2016,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,30.786654
2017,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,28.115403
2018,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,34.548189
2019,A,5,C,A,N,SL_EMP_INJUR,KG11,,PT,37.950088
2007,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,13.871389
2008,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,27.298253
2009,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,18.177412
2010,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,36.051626
2011,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,21.926886
2012,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,15.309916
2013,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,31.064217
2014,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,30.258167
2015,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,14.949598
2016,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,33.905848
2017,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,31.034376
2018,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,33.577192
2019,A,5,C,A,N,SL_EMP_INJUR,KG11,F,PT,24.386199
2007,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,39.954338
2008,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,44.11057
2009,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,37.118606
2010,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,309.616245
2011,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,30.44769
2012,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,27.007258
2013,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,65.319032
2014,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,38.683839
2015,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,25.568908
2016,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,27.42293
2017,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,24.919295
2018,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,35.610158
2019,A,5,C,A,N,SL_EMP_INJUR,KG11,M,PT,52.570155
2007,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,7.896399
2008,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,20.263425
2009,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,13.09209
2010,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,84.274841
2011,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,47.337278
2012,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,5.333333
2013,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,35.351063
2014,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,12.94733
2015,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,2.512879
2016,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,12.46137
2017,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,5.105036
2018,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,2.617458
2019,A,5,C,A,N,SL_EMP_INJUR,KG21,,PT,7.705545
2009,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,16.408686
2010,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,33.337037
2011,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,5.502972
2013,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,5.457919
2014,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,5.139538
2015,A,5,C,A,N,SL_EMP_INJUR,KG21,F,PT,5.105948
2007,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,15.438452
2008,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,40.178796
2009,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,10.046213
2010,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,130.175737
2011,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,85.629376
2012,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,10.400416
2013,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,65.033601
2014,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,20.875737
2016,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,25.440114
2017,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,10.756736
2018,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,5.567309
2019,A,5,C,A,N,SL_EMP_INJUR,KG21,M,PT,15.828629
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,4.792995
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,4.826447
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,5.057444
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,6.148875
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,4.517259
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,4.781357
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,5.835186
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,3.602017
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,4.103205
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,5.048044
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,6.691124
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,1.516867
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG,,PT,2.932863
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.777454
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.411186
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,1.629361
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.825627
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.403146
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.764608
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,1.134662
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.729733
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.364109
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.355105
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG,F,PT,0.0
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,9.433242
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,9.428221
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,8.731604
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,11.770296
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,8.78764
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,9.937867
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,11.469205
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,6.37419
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,7.992529
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,10.398988
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,14.357973
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,2.84789
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG,M,PT,6.237574
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,3.728144
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,4.071661
