From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,NATURE
NATURE,COMMENT_OBS
COMMENT_OBS,FREQ
FREQ,REPORTING_TYPE
REPORTING_TYPE,REF_AREA
REF_AREA,SEX
SEX,AGE
SEX,URBANISATION
SEX,INCOME_WEALTH_QUANTILE
SEX,EDUCATION_LEV
SEX,DISABILITY_STATUS
